headline,date,document_type,type_of_material,section_name,keywords,snippet,source,lead_paragraph
Street Beggars Called Bloton City; A Blind Man Getting Welfare Aid Points to Cost of Living,1964-11-27,article,Archives,Archives,['Beggars'],some NYC businessmen and welfare reprs urge pub not to give to st beggars because of welfare and private aid available; illus,The New York Times,"At night, when the theater crowds are thick and tourists are at floodtide in Times Square, there are usually two or three cane‐tapping blind men and women with tin cups on Broadway."
Dogs Helping to Guide Delinquents to a New Life; Boys Learn About Obedience and Love From Pets at Home in Westchester,1964-09-03,article,Archives,Archives,"['Dogs', 'GENERAL', 'Crime and Criminals']",Lincoln Hall protectory for delinquent boys uses dogs as pets to rehabilitate youths; illus,The New York Times,"LINCOLNDALE, N. Y., Sept. 2—Thirty‐six dogs of assorted sizes and breeds are helping 245 delinquent boys switch to honorable lives."
South African Woman Makes Best of House Arrest; Foe of Apartheid Confined From Dusk Till Dawn; She Is Allowed to Have Job —Rejects Bid to Flee,1964-10-27,article,Archives,Archives,[],"apartheid opponent Mrs H Joseph, under nightly house arrest since '62, int, Johannesburg; refuses to leave country; 30 others under similar arrest",The New York Times,"JOHANNESBURG, South Africa, Oct. 26—Helen Joseph looked at her wrist watch and exclaimed: “Oh dear, I really better go. I have to be home by 6:30.”"
MRS. GARVAN'S DOGS SWEEP FIELD TRIAL,1964-11-22,article,Archives,Archives,[],,The New York Times,"SOUTHFIELDS, N. Y., Nov. 21—Two of the three stakes in the English Springer Spaniel Field Trial Association's annual trial were concluded today at the Wallkill Valley Shooting Preserve."
HOTEL‐UNION STORY SUBJECT OF A SHOW,1964-10-23,article,Archives,Archives,[],25-yr history portrayed in performance presented at Madison Sq Garden; Pres Johnson sends message; Mayor Wagner and Sen Javits attend,The New York Times,A 90‐minute show dramatizing in song and dance the 25year history of the New York Hotel and Motel Trades Council was presented last night at I Madison Square Garden.
MEDIA SHOW HONORS TO SPRINGER SPANIEL,1964-06-01,article,Archives,Archives,[],,The New York Times,"MEDLA, Pa., May 31—Ch. Wakefield's Black Knight, a 5year‐old English springer spaniel owned and bred by Mrs. W. J. S. Borie of Gwynedd Valley, was named best‐in‐show in an entry of 708 dogs today in the 34th annual Delaware County Kennel Club fixture."
Modishly Macabre,1964-07-05,article,Archives,Archives,['BOOK REVIEWS'],"Ungerer, T: The Underground Sketchbook",The New York Times,"OFF‐MADISON AVENUE illustrator Tomi Ungerer has filled THE UNDERGROUND SKETCHBOOK (Viking, $3.95) with modishly macabre drawings reflecting, says the jacket blurb, “his personal view of humanity and the world.” Item: Women, whom he's tried and found wanton. They bait men—poor fish!—with erogenously placed hooks. They bind them to stakes with umbilical cords. And they cut them in pieces with scissor thighs. Item: Men, who use women as vacuum cleaners, wire them as lamps, and play them sportively as musical instruments. Item: The body. With the same pointed instrument a pen dipped in private‐stock vitriol —Ungerer dismembers it with savage glee. The casing common to us all is exposed as an assembly‐line job bolted together by a craftsman lacking pride in his work. Then, to fill in space, there's a potpourri of undergraduate grue—a dog stealing a cemetery bone, a man behind the wheel of a snappy sports coffin."
Seer's Tip Fails to Unearth Remains of Judge Crater,1964-06-27,article,Archives,Archives,[],,The New York Times,"YONKERS, June 26—After turning over about 15,000 cubic feet of earth on the advice of a Dutch clairvoyant, the Westchester County Sheriff's office today abandoned its search for the remains of Judge Joseph Force Crater."
"2,547 at Westminster Fixture End Garden Barking Lull Today",1964-02-10,article,Archives,Archives,[],,The New York Times,"The basement of Madison Square Garden was fairly quiet yesterday,an occasional bark from one of the few dogs there ringing hollowly."
National Dairy Products,1964-03-19,article,Archives,Archives,[],,The New York Times,"The National Dairy Products Company, a major international food concern, reported yesterday that its foreign subsidiaries contributed substantially to its over‐all performance last year, with consolidated net sales and earnings in 1963 the highest in the company's 40‐year history."
5 IN FAMILY SLAW; FATHER IS ACCUSED,1964-12-12,article,Archives,Archives,[],,The New York Times,"AUBURN, N. Y., Dec. 11 (AP)—The Auburn police said a father apparently went beserk here tonight, shot to death his four children and his wife, set fire to the house and wounded himself critically."
"L I. WIDOW ROBBED OF $30,000 JEWELS",1964-12-05,article,Archives,Archives,[],,The New York Times,"KINGS POINT, L. L, Dec. 4 —Two soft‐spoken robbers, posing as deliyerymen, forced their way into the home of a wealthy widow here today, tied her up and escaped with more than $30,000 in jewelry and cash."
Letters to The Times; Thai Attacks on Cambodia,1964-01-04,article,Archives,Archives,[],K R L Wongsanith reply to Dec 6 lr attacking Norodom Sihanouk,The New York Times,To THE EDITOR OF THE NEW YORK TIMES
"'TIS SEASON TO ACT WORRIED ALL DAY; Be Merry but Beware of: Fires, Frauds, Friends",1964-12-17,article,Archives,Archives,[],,The New York Times,"'Tis the season to be merry. 'Tis also the season to keep your hand on your billfold while remembering to beware also of seasonal fire hazards, fraudulent salesmen, “bundle blindness,” overfatigue, dangerous ornaments and toys, and also doting relatives who plan to surprise your children Christmas morning with the gift of a Great Dane dog."
"BRITAIN'S BOOKIES SHAKEN BY ‘PLOT’; Facing a $28 Million Loss, They Void Bets in a Race",1964-07-02,article,Archives,Archives,"['Dogs', 'RACES']",Brit bookmakers void bets on race that would have cost them $28 million as result of odds-rigging,The New York Times,"LONDON, July 1—British bookmakers were still shaken today over a skillfully engineered “plot” that would have cost them as much as $28 million by the rigging of the odds in a greyhound race yesterday."
Topics,1964-08-29,article,Archives,Archives,[],,The New York Times,The dog‐days are up‐ on us and nobody knows it better than the lawn‐ lovers. This is the time of year when lawns start looking like beige bedspreads and gardeners give way to despair.
SCOTTISH TERRIER GETS SHOW AWARD; Carmichael's Fanfare Best at Salisbury K.C. Event,1964-11-08,article,Archives,Archives,[],,The New York Times,"SALISBURY, Md., Nov. 7—Ch. Carmichael's Fanfare, a Scottish terrier, was best in show today at the annual Salisbury Kennel Club event. The judge was Melbourne T. L. Downing."
Observer; The Air‐Conditioned Total Funland,1964-08-09,article,Archives,Archives,[],,The New York Times,"DAYTONA BEACH, Fla., Aug. 8 —It is chilly in these motels. Someone has cut off the past, and there is nothing here but the air‐conditioned present. People pay good money to sit in it. You see them now and then peeping through the slats of the Venetian blinds. Something about it is wrong."
Observer; The Air‐Conditioned Total Funland,1964-08-09,article,Archives,Archives,[],,The New York Times,"DAYTONA BEACH, Fla., Aug. 8 —It is chilly in these motels. Someone has cut off the past, and there is nothing here but the air‐conditioned present. People pay good money to sit in it. You see them now and then peeping through the slats of the Venetian blinds. Something about it is wrong."
Johnson's Evangelism; The President's Way of Doing Things Is Compared With Kennedy's Way,1964-05-03,article,Archives,Archives,"['CARTOONS', 'Politics and Government', 'Politics and Government']",on his domination of news media and on whether it will lead to overexposure or total identification with every facet of US life; Kennedy's fear of overexposure contrasted with Johnson's evangelistic methods; cartoons,The New York Times,"WASHINGTON, May 2—When a man bites a dog, that is news. When a President picks a dog up by the ears to make him bark, that is overexposure."
Johnson Daughters At the Cotton Bowl; Both Are Guarded,1964-01-02,article,Archives,Archives,"['Football', 'Bowl Games']",Pres Johnson's daughters attend; security noted,The New York Times,"DALLAS, Jan. 1 (AP)—The two daughters of President Johnson attended the Cotton Bowl football game today amid tight security measures and unknown to most of the 75,000 fans present."
To the East,1964-06-07,article,Archives,Archives,[],,The New York Times,"One key tong‐range Peking objective is ctoser accord with Japan, to unite Japanese industry with Chinese manpower. As in China's other objectives, the undermining os whittling away of United States influence is mandatory. Neutral and pro‐United States Asian diptomats tend to assume that China will be a member of the United Natians by 1966; some believe that Japan will recognize Peking before that happens, in response to concessions on trade and international air services and Chinese agreements to waive any claims for war reparations against Japan."
PAINTED LADY BEST IN BOXER SHOW HERE,1964-02-10,article,Archives,Archives,[],,The New York Times,"Ch. Treceder's Painted Lady, a dark brindle, went best in show yesterday for the second straight year in the American Boxer Club specialty at the 71st Regiment Armory."
PETS AND DISEASE,1964-05-03,article,Archives,Archives,"['Cats', 'Medicine and Health', 'GENERAL', 'Animals']","lr on Apr 12 (VI,p 47) article holds household pets produce many diseases; Dr Fuerst reply",The New York Times,TO THE EDITOR:
Surfing in Silhouette: Precarious Postures in the Ocean's Swell at Gilgo Beach,1964-09-13,article,Archives,Archives,[],,The New York Times,"TWENTY‐SEVEN minutes after the sun rose over Gilgo Beach, L. I., yesterday, 12 surfers found their waves and began their 15‐second, 15‐mile‐an‐hour run to shore. The northwest wind failed to blow as strongly as expected, however, and the waves, when they broke, merely licked at the shore."
Observer; Some Friendly Advice to Citizen Goldwater,1964-12-17,article,Archives,Archives,[],,The New York Times,"WASHINGTON, Dec. 16—Dear Senator Goldwater: Everybody in the Society of Common Scolds is delighted about your decision to become a full‐time newspaper columnist, and it seems only fraternal to send you a few professional tips. You're going to find that full‐time punditry is not the same thing as writing a column from the Senate, where you could turn everything over to a ghost on lawmaking days."
